뉴스 식별자,일자,언론사,기고자,제목,통합 분류1,통합 분류2,통합 분류3,사건/사고 분류1,사건/사고 분류2,사건/사고 분류3,인물,위치,기관,키워드,특성추출(가중치순 상위 50개),본문,URL,분석제외 여부
01100701.20211224010442001,20211224,세계일보,김정모,"충남경제진흥원, 소상공인 중소기업지원 잘한다",지역>충남, 지역>경기, 경제>취업_창업,,,,"오광옥,김귀수","충남벤처협회,충남,충남TIPS운영,충남보부상콜센터,충남TIPS","한국자산관리공사,충청남도,충남경제진흥원,천안,JB벤처스,충남,충남소상공인지원센터,충청남도경제진흥원,캠코,호서대학교","충남경제진흥원,소상공인,중소기업,지원,충남,경제,진흥원,오광옥,왼쪽,원장,기업지원본부장,한국자산관리공사,김귀수,기업,지원,본부장,충남,경제,진흥원,업무협약,체결,충남경제진흥원,충청남도,지원,운영,소상공인,애로,사항,팀닥터,지원,사업,소상공인,도움,23일,사업,감염증,신종,코로나바이러스,코로나19,어려움,소상공인,충남경제진흥원,현장,지원,분야,전문가,현장,방문,맞춤,자문,진행,경영,지속력,강화,최대,경영개선지원금,지원,충남,천안,A업체,전통,시장,코로나19,각종,행사,취소,주문량,매출,하락,마케팅,전문가,현장,방문,1:1,자문,매출,상승,지원금,사용,방안,제시,구입비,자동,포장,기계,지원,업체,구입,자동포장기계,이용,개별,포장,개선,위생,편의성,고객,만족,매출,상승,충남경제진흥원,충남벤처협회,전문가,호서대학교,투자,충남,TIPS,운영,JB,벤처스,업무집행조합원,활성화,충남,투자,조합,활성,주도,펀드,내년,충남,역할,총괄,운영,이관,유망기업,발굴,지원사업,연계,대학,민간,VC,총괄,컨트롤,타워,역할,충남경제진흥원,캠코,한국자산관리공사,업무협약,체결,충남,중소,회생기업,지원,경영,정상,활동,충남경제진흥원,충남벤처협회,충남,TIPS,운영,JB,벤처스,업무,집행,조합원,간담회,충남,투자,조합,활성,개최,충청남도경제진흥원,충남,경제,활성,설립,기관,소상공인,중소기업,자금,창업,경영,판로개척,해외진출,지원,소상공인,애로,사항,팀닥터,지원,사업,소상공인,애로,해소,경쟁력,강화,복지,강화,사업,운영,사항,충청남도경제진흥원,운영,충남소,상공인,지원,센터,홈페이지,충남보부상콜센터,문의,원장,충남,경제,진흥원,오광옥,코로나19,장기,변화,소비,트렌드,소상공인,경영,어려움,마케팅,홍보,고객관리,세무,분야,자문,1:1,현장,사업장,환경,개선,시설,집기,지원,도내,소상공인,경쟁력,지속력,강화,노력","충남,소상공인,충남경제진흥원,진흥원,코로나19,오광옥,지원금,한국자산관리공사,조합원,활성화,전문가,충남벤처협회,자동포장기계,홈페이지,충청남도경제진흥원,경쟁력,호서대학교,팀닥터,지원사업,벤처스,사업장,구입비","충남경제진흥원 오광옥(왼쪽)원장과 한국자산관리공사 김귀수 기업지원본부장이 16일 충남경제진흥원에서 업무협약을 체결했다. 충남경제진흥원은 충청남도의 지원을 받아 운영하는 ‘소상공인 애로사항 팀닥터 지원사업’이 소상공인에게 많은 도움이 되고 있다고 23일 밝혔다. 
 
 이 사업은 신종 코로나바이러스 감염증(코로나19)로 어려움을 겪는 소상공인을 위한 충남..",http://www.segye.com/content/html/2021/12/23/20211223513235.html,
01100701.20211207010716003,20211207,세계일보,조희연,"하나은행, 고려대학교와 스마트 캠퍼스 구축 위한 업무협약 체결",경제>경제일반,,,,,,"정진택,박성호",,"하나은행,고려대,서울캠퍼스,ESG,고려대학교,고려대 의료원,하나은행장","하나은행,고려대학교,구축,스마트,캠퍼스,업무,협약,체결,박성호,하나은행장,오른쪽,고려대학교,서울,캠퍼스,총장,정진택,고려대학교,왼쪽,구축,스마트,캠퍼스,업무협약,체결,기념촬영,하나은행,고려대학교,구축,스마트,캠퍼스,업무협약,체결,하나은행,결제,활용,지역,상생,고려대학교,교직원,재학생,편의,도모,캠퍼스,고려대학교,스마트,핵심사업,고려대,통합앱,협력,상호,6일,고려대,통합앱,그간,별개,운영,모바일학생증,학사관리,예약,학교,시설,사용,통합,하나은행,업무협약,바코드,QR코드,결제,가능,가칭,쿠페이,예정,쿠페이,학생식당,학내복합기,결제,증명서,키오스크,학내,편의,시설,이용,학교,인근,상점,결제,가능,학교,마일리지,장학금,지급,수단,활용,계획,통합앱,2단계,진행,1단계,적용,사용,모바일학생증,결제,접목,2단계,추가,탑재,결제,사용처,고려대,의료원,확대,방안,박성호,하나은행장,당행,대표,주거래,대학,고려대학교,구축,스마트,캠퍼스,중요,파트너,참여,생각,구축,금번,통합앱,노하우,대학,공유,사회,책임,노력,총장,정진택,고려대,협약,ESG,사회,책무,이행,시대,지역경제,상생,중요,의미,프로젝트,참여,스마트,캠퍼스,의견,반영,효율적,소통,공유,플랫폼","고려대학교,통합앱,고려대,하나은행,정진택,2단계,업무협약,쿠페이,장학금,모바일학생증,학생증,하나은행장,당행,박성호,증명서","박성호 하나은행장(오른쪽)이 고려대학교 서울캠퍼스에서 정진택 고려대학교 총장(왼쪽)과 스마트 캠퍼스 구축을 위한 업무협약을 체결한 뒤 기념촬영을 하고 있다. 하나은행이 고려대학교와 스마트 캠퍼스 구축을 위한 업무협약을 체결했다. 
 
 하나은행은 앱 결제 기능을 활용한 지역 상생과 고려대학교 교직원 및 재학생의 편의를 도모하기 위해 고려대학교 스마트 캠..",http://www.segye.com/content/html/2021/12/06/20211206506794.html,
01100701.20211203010956002,20211203,세계일보,오성택,"동명대, 친환경 자동차로 유라시아 횡단 도전장",지역>강원, 지역>제주, 지역>대전,,,,전호환,"독일,중앙아시아,미국,포르투갈,블라디보스토크,부산,유라시아,모스크바,핀란드,부산트랜스유라시아,러시아,동해항","K-팝·,청년사,컬럼비아대학,대우세계경영연구회,동명대,동명대학교,김우중사관학교","동명대,자동차,도전장,유라시아,횡단,총장,전호환,동명대,왼쪽,대학,본부,부산트랜스유라시아,관계자,참여,유라시아,원정,업무협약,체결,동명대학교,동명대,제공,전기차,모빌리티,횡단,유라시아,대륙,도전,동명대,친환경,내년,이용,부산,포르투갈,호카,도시,개국,경유,유라시아,횡단,원정대,참여,원정대,유라시아,횡단,원정,자동차,부산,출발,동해항,러시아,블라디보스토크,중앙아시아,모스크바,핀란드,독일,포르투갈,3만,프로젝트,동명대,유라시아,원정대,참가,K-팝,댄스,K-푸드,유치,부산세계박람회,홍보,계획,동명대,이날,대학,본부,원정대,유라시아,횡단,주관,부산트랜스유라시아,협약,체결,이날,협약,동명대,원정대,2022~2023,유라시아,페스티벌,행사,주관사,참여,재학생,참여,예정,총장,전호환,동명대,유라시아,횡단,원정,재학생,참가,해외체험,두잉,Do-ing,교육,충실,기회,제공,계획,강조,동명대,대우세계경영연구회,미국,컬럼비아대학,글로벌,두잉,인재,양성,협약,체결,본격적,글로벌,두잉,컬럼비아대학,미국,캠퍼스,상호,활용,협약,캠퍼스,미국,현지,분교,시대,개막,지난달,대우세계경영연구회,운영,김우중사관학교,글로벌,청년,사업,양성,20명,재학생,참여","동명대,유라시아,친환경,원정대,미국,두잉,포르투갈,부산트랜스유라시아,자동차,부산,대우세계경영연구회,재학생,전호환,호카,컬럼비아대학,모빌리티","전호환 동명대 총장(왼쪽 네 번째)이 2일 대학본부에서 부산트랜스유라시아 관계자들과 유라시아 원정대 참여를 내용으로 하는 업무협약을 체결하고 있다. 동명대 제공 동명대학교가 친환경 전기차를 비롯한 친환경 모빌리티로 유라시아 대륙 횡단에 도전한다. 
 
 2일 동명대에 따르면 내년 6월 친환경 차를 이용해 부산에서 포르투갈 호카 곶까지 22개국 100개 ..",http://www.segye.com/content/html/2021/12/02/20211202514066.html,
01100701.20211130010928001,20211130,세계일보,이영균,포항시 지자체 최초 ‘ESG 포항 선포식’ ESG선도 도시로 발돋움,지역>경북, 지역>경남, 지역>대전,,,,"장순흥,반기문,김영길,반기문글로벌교육원,이강덕,김호민,유중근","경북,실리콘밸리,한국협의회,글로벌교육원,신산,포항,ESG포항’ 선포식","한동대학교,UNAI,스파크랩,한국,KOREA,포항시,UN사,한동대,ESG,포항시 비전,자원,UN,포항,포항시청,ESG포항’ 선포식,UN회원국","포항시,지자체,선포식,ESG,포항,ESG선,도시,발돋움,29일,포항시청,대잠,세계,시민,도시,ESG,포항,선포식,참석자,기념촬영,왼쪽,반기문,UN,사무총장,이강덕,포항,시장,총장,장순흥,한동대,포항시,제공,경북,포항시,전국,지자체,ESG,도시,선포,가능,지속,발전,세계시민도시,발돋움,전망,포항시,대잠홀,이날,시청,대잠,세계,시민,도시,ESG,포항,선포식,이날,선포식,이강덕,포항,시장,반기문,반기문,UN,사무총장,유중근,UNAI,한국협의회,이사장,총장,장순흥,한동대,200여명,참석,세계,시민,도시,ESG,포항,비전,선포,업무협약,진행,이날,행사,반기문,총장,기조연설,내빈,축사,포항시,반기문글로벌교육원,UNAI,한국협의회,한동대학교,완성,세계,시민,도시,ESG,포항,업무협약,포항시,비전,주제발표,비전선포,반기문,반기문,UN,사무총장,지속가능,세계,번영,실현,ESG,가치,세계시민교육,필요성,주제,기조연설,세계,창업,엑셀러레이터,대표,스파크랩,김호민,포항,비전,포항시,입지,조건,상징성,자원,장점,변화,기업,미래,중심지,도약,ESG,창업,최적지,평가,한동대,스파크랩,한국,실리콘밸리,상생,협력,롤모델,적극,협조,지역,글로벌,인재,영입,기업,관심,증대,전망,교육,ESG,맞춤,UNAI,한국,협의회,명예원장,반기문,글로벌교육원,반기문,UN사무총장,반기문,UN,사무총장,한동대,업무협약,제2,마을,운동,포항,ESG,마인드,교육,발상지,방침,이강덕,시장,가능,지속,발전,도시,포항,선포,ESG,포항,계기,구성원들,ESG,마인드,교육,세계시민도시,세계,포항,도약,실현,ESG,가치,선도,반기문,반기문,UN,사무총장,ESG,가치,UN,이념,실현,기조,교육,UNAI,글로벌,UN,회원국,모범사례,세계,도시,포항,선포,글로벌,인재,양성,최적지,국면,선점,기회,마련,총장,장순흥,한동대,한동대,반기문글로벌교육원,김영길,그레이스스쿨,운영,양성,글로벌,인재,불철주야,노력,세계,개국,진출,마인드,ESG,경영,세계시민교육,한동대,인적,네트워크,대학,설립,이념,마음속,세계시민도시,교육,지원,최선,유중근,UNAI,한국협의회,이사장,포항시,행정,지원,반기문,총장,사상,기조,인재양성,미래,ESG,인재,양성,그간,커리큘럼,토대,기업,시민,공무원들,대상,교육과정,확대,포항,ESG,분야,선도,글로벌,도시,역할,적극,협조,ESG,교육,커리큘럼,시초,포항,글로벌,도시,최선,UNAI,KOREA,가능,반기문,UN,총장,재임,지속,발전,고등교육,사명,고등교육,정립,UN회원국,권고,세계,시민,교육,실천,포항,개원,운영","esg,포항,반기문,포항시,한동대,세계시민도시,unai,사무총장,un,이강덕,한국,스파크랩,최적지","29일 오후 포항시청 대잠홀에서 ‘세계시민도시 ESG포항’ 선포식이 열린 가운데 참석자들이 기념촬영을 하고있다.왼쪽부터 반기문 UN 전 사무총장, 이강덕 포항시장, 장순흥 한동대 총장. 포항시 제공 경북 포항시가 전국 지자체 가운데 최초로 ‘ESG 도시’ 선포를 통해 지속 발전 가능한 세계시민도시로 발돋움 할 전망이다. 
 
 29일 포항시에 따르면 시..",http://www.segye.com/content/html/2021/11/29/20211129516988.html,
01100701.20211119010511001,20211119,세계일보,강승훈,외국인 투자 16조원 ‘투자유치 롤모델’로 우뚝 [지방기획],경제>무역, 경제>반도체, 경제>취업_창업,,,,,"영종국제도시,미국,서울,일본,문화동,중국,유럽,청라국제도시,송도국제도시,인천하이테크파크,송도지구,인천경제자유구역,인천테크노파크,청라,첨단,송도,소공동,인천,파산,경제자유구역","독일,SK바이오사이언스,인천상공회의소,헝다그룹,유일,FDI,싸토리우스,바이오의약품,인천경제청,송도바이오클러스터,대학,IFEZ,아시아,IHP,세미나,싸토리우스사,대동도어㈜,ESG,경제자유구역청,팬데믹,현대모비스","16조,외국인,투자,투자,유치,롤모델,지방기획,글로벌,백신,허브,협력,협약식,참석,내빈들,기념촬영,전례,인천,경제청,제공,감염증,신종,코로나바이러스,코로나19,장기,여파,기업,매출,업종,뒷걸음질,업계,대내외,여건,악화,부진,경영,실적,내년,해외,상황,일례,중국,경제,20%,차지,부동산,산업,위축,헝다그룹,현지,부동산,개발사,파산,위기,중견업체들,디폴트,채무,불이행,상태,대한민국,경제자유구역,지정,송도,청라,영종국제도시,인천경제자유구역,IFEZ,결실,투자,유치,세계시장,주목,2003년,9월,외국인,투자,FDI,누적금액,134억,달러,16조,9곳,전국,경제,자유,구역,누적,총액,달러,22조,70%,차지,투자,유치,모델,평가,인천,경제청,이래,개청,3400여개,업체들,입주,활동,IFEZ,글로벌기업,분야,백신,유치,인천경제청,플랫폼,IFEZ,혁신,성장,IFEZ,비즈니스,센터,산업,생태,구축,입주업체,지속적,성장,뒷받침,결과,평가,싸토리우스,송도국제도시,시설투자,체결식,투자,유치,업무,협약,서울,소공동,포스트,타워,결실,투자,유치,탄력,이달,독일,싸토리우스사,송도지구,3억,달러,규모,투자,바이오,의약,원부자재,시설,추진,투자,의향서,LOI,1억,달러,금액,800여명,창출,신규,일자리,전망,IFEZ,송도바이오클러스터,허브,글로벌,백신,도약,확인,설립,싸토리우스,생명,과학,분야,공정,제품,장비,공급,서비스,지원,60개,국가,지사,운영,임직원,기준,매출액,28억,달러,인천경제청,싸토리우스,확대,투자,규모,우리나라,미국,유럽,아시아,거점,중요,생산,추진,의미,평가,싸토리우스,세포,바이러스,바이오의약품,정제,사용,회용백,세포,배양,배지,제약,필터,멤브레인,특정,성분,선택적,통과,혼합물,분리,생산시설,원부자재,세계,수출,거점,육성,계획,바이오,의약,교육,사업,추진,연관,산업,동반,성장,기여,구상,8월,청라,국제도시,인천하이테크파크,IHP,도시,첨단,산업,단지,현대모비스,수소연료전지,핵심,부품,생산,기지,유치,현대모비스,9227억,10만,부지,스택,제조,설비,가동,1600여명,근무,예정,인천경제청,수소연료전지,생산,부가,가치,부품,지역,매출,증대,기여,송도,산업,연구시설용지,유수,기업,연구소,유치,공모,SK바이오사이언스,우선협상대상자,선정,SK바이오사이언스,조성단지,인천,테크노,파크,확대,조성,단지,연구소,건립,코로나19,포함,감염,질환,백신,수행,외국인투자법인,대동도어,모기업,일본,하이렉스,HI-LEX,1000만,달러,투자,계약,성사,지식정보산업단지,첨단,전기,전자,부품,제조,시설,내년,본격적,가동,입주기업,상생,발전,행정력,집중,인천경제청,투자,유치,성과,체계적,산업,생태,구축,적극,결과,관계자들,지원,입주,기업,IFEZ,비즈니스,센터,혁신,성장,플랫폼,대표적,전국,경제,자유,구역청,유일,인천,비즈니스센터,IFEZ,둥지,입주,예정,기업,기관들,물리,공간,활용,자유,소통,센터,송도,문화동,개소,정식,화상회의,회의실,3실,세미나실,30석,개인업무공간,기업,경영,상담,장소,와이파이,정수기,편의시설,마련,9월,기준,회의실,세미나실,이용,실적,817회,3688명,51건,민원,접수,처리,코로나19,팬데믹,화상회의,상담,투자,플랫폼,IFEZ,혁신,성장,눈길,입주기업,인천상공회의소,인천테크노파크,대학,의견,공간,강화,클러스터,경쟁력,자리매김,토론회,이외,상생,발전,미팅,분야,세미나,형식,기업들,참여,자유,협력,발굴,4월,3차례,개최,플랫폼,관리,운영상,애로,제기,어려움,해결,방안,모색,전문가,초청,기업,경영,패러다임,ESG,환경,사회,지배구조,대응,전략,소개,기업,인재난,해결,인사,실무자,대학,취업,인력,수급,방안,머리,기업,기업,기업,기업,대학,유관기관,자연,네트워크,구축,인천경제청,기업,교류,기업,프로그램,제공,자발,혁신,성장,방침","인천경제청,송도,ifez,인천,싸토리우스,코로나19,입주기업,외국인,부동산,인천테크노파크,연구소,세미나실,인천하이테크파크,문화동,회의실,경제자유구역",‘글로벌 백신 허브 민관 협력 협약식’에 참석한 내빈들이 기념촬영을 하고 있다. 인천경제청 제공 전례 없는 신종 코로나바이러스 감염증(코로나19) 장기화 여파로 기업 매출이 업종을 가리지 않고 뒷걸음질치고 있다. 업계에서는 대내외 여건이 악화되면서 부진한 경영 실적이 내년에도 이어질 것이란 우려가 높다. 해외도 상황은 별반 다르지 않다. 일례로 중국에서..,http://www.segye.com/content/html/2021/11/16/20211116519633.html,
01100701.20211116092017001,20211116,세계일보,김현주,“식문화 트렌드 주도하는 1위 푸드 비즈니스 파트너 될 것” CJ프레시웨이 새 비전 미션 선포,경제>산업_기업, IT_과학>모바일, 경제>취업_창업,,,,정성필,"이천,고성,경기도,수도권","온리원,산업별,ONLYONE,CJ프레시웨이,송림푸드,프레시지,프레시원,센트럴키친,CJ그룹,제이팜스,푸드","주도,식문화,트렌드,푸드,비즈니스,파트너,CJ프레시웨이,비전,미션,선포,CJ그룹,식자재,유통,CJ프레시웨이,단체,급식,전문,기업,CJ,프레시웨이,정성필,대표,사업,미션,비전,선포,이달,CJ그룹,중기,비전,식문화,트렌드,선도,제공,토탈,솔루션,최고,파트너,푸드,비즈니스,자리매김,계획,창립,주년,CJ프레시웨이,정립,미션,식문화,트렌드,고객,사업,환경,최적화,온리원,ONLYONE,솔루션,제공,고객,사업,성공,기여,회사,비전,파트너,푸드,비즈니스,Food,Business,Partner,Creating,Success,Way,결정,CJ프레시웨이,비전,달성,상품,Product,영업,Sales,데이터,Data,인사,밸류체,혁신,추진,구조,경쟁력,전략,실행,가속화,원물공급,메뉴,운영,컨설팅,외식,대상,급식,고객사,대상,방위,솔루션,제공,혁신,상품,소싱,경쟁력,강화,제조,인프라,meal,솔루션,비즈니스,솔루션,제공,영업,솔루션,제안,강화,솔루션,절단,세척,전처리,식자재,상품,밀키트,패키지,메뉴,식자재,제공,사업,이용,고객,인건비,공간,효율적,운영,사업,확대,CJ프레시웨이,경기도,이천,센트럴키친,중앙,집중식,조리,시설,완공,운영,제조회사,소스,전문,제조,회사,송림푸드,제이팜스,전처리,회사,인수,역량,사업,이달,제조기업,간편식,전문,제조,기업,프레시지,업무협약,체결,2022년,메뉴,레시피,맞춤,식자재,제공,메뉴,상품,제조,인프라,강화,방침,외식,고객사,효율적,사업운영,지원,비즈니스,솔루션,제공,식자재,수급,식당,운영,재무,역량,포함,소형화,전문화,식당,트렌드,운영,노하우,지역,상권분석,노무,관리,프랜차이즈,컨설팅,디지털,홍보,고객사,영역,솔루션,제공,창업,운영,사업확장,지원,인큐베이팅,고객사,운영,경쟁력,강화,상생,선순환,계획,성장세,키즈,시니어,경로,특화,상품,서비스,강화,브랜드,키즈,경로,전용,식자재,아이누리,중심,학부모,어린이집,유치원,관계자,이해관계자,눈높이,토털,서비스,제공,한편,아이들,교육,개선,음식,환경,교육,프로그램,운영,건강,균형,식습관,계획,시니어,경로,대학병원,운영,종합,병원,환자식,노하우,활용,질환,메뉴,건강식,치료식,시니어들,건강,입맛,계획,온라인,플랫폼,역량,강화,옴니,채널,구축,데이터,의사,결정,체계,강화,라스트,마일,영업,혁신,영업,라스트,마일,오프라인,플랫폼,영업,강화,추진,프레시원,포함,보유,콜드체,전국망,물류,데이터,라스트,마일,강화,계획,허브,스포크,허브,방식,물류,구조,강화,수도권,자동,허브,센터,구축,한편,주문,배송,데이터,허브센터,지역,거점,센터,연결,최적화,물류,신속성,동시,지역,배송,취약,분점,확대,지역,협력사,협력,전국,배송망,확장,고객,편리,신속,서비스,제공,라스트,마일,강화,계획,온라인,플랫폼,역량,구축,가속화,합작,법인,설립,M&A,아웃사이드,전략,구사,계획,비즈,솔루션,무장,옴니채널,완성,경쟁,오프라인,유통,채널,경쟁,업체,대비,압도,우위,초격차,역량,계획,DT,경영,체계,구축,조직,문화,개선,가속화,혁신,성장,가속,경험,개인,역량,의존,경영방식,빅데이터,의사,결정,체계,구축,데이터,혁신,추진,디지털,전환,DT,전략,일환,시장,트렌드,선도,솔루션,역량,솔루션,강화,내부,데이터,표준화,클라우드,전환,빅데이터,체계,구축,데이터,외부,데이터,결합,통합,데이터베이스,구축,트렌디,인기,메뉴,상품화,고객,점포,이외,경로,수익,선제적,제안,단체급식,인구,구성,근무환경,변화,메뉴,레시피,라인업,강화,한편,단체급식장,전국,단체,급식장,산업,모델,점포,선정,표준,메뉴,재정립,경쟁력,고도화,DT,경영,고도,컨트롤,타워,강화,점포,역량,업장,편차,서비스,표준화,전략,실천,조직,문화,개선,CJ,프레시웨이,전략사업본부,디지털혁신담당,마케팅담당,신설,인력,보강,전략,실행,핵심,인재,육성,직무,전환,제도,고성과자,파격,보상,인재,발탁,트렌드,캐칭,아이디어,공모,사내,벤처,프로그램,활성화,계획,대표,정성필,CJ,프레시웨이,고객경영,데이터경영,고객,동반,성공,체계,구축,지속,가능,성장,강조,고객,중심,사업,체질,전환,미래,성장,동력,확보,산업,재편,주도,독보,외식,비즈니스,파트너,기업,진화","고객사,경쟁력,프레시웨이,cj프레시웨이,전처리","CJ그룹의 식자재 유통 및 단체급식 전문기업 CJ프레시웨이(정성필 대표)가 사업 재도약을 위한 새로운 미션과 비전을 선포했다. 이달 초 발표된 CJ그룹의 중기 비전에 맞춰 식문화 트렌드를 선도하고 토탈 솔루션 제공을 통해 국내 최고의 푸드 비즈니스 파트너로 자리매김하겠다는 계획이다. 
 
 올해로 창립 21주년을 맞은 CJ프레시웨이가 새롭게 정립한 미션..",http://www.segye.com/content/html/2021/11/16/20211116503648.html,
01100701.20211103200148001,20211103,세계일보,조병욱,"현대차, 서울대 손잡고 차세대 배터리 기술 개발 나선다",경제>자동차, 경제>반도체, IT_과학>모바일,,,,"정의선,신재원,박정국,최장욱,알버트 비어만,김걸,오세정,이현숙,이병호","독일,서울,일본,관악구","화학생물공학부,현대자동차그룹,유니스트,공동연구센터,서울대,카이스트,서울대 배터리,한국,토요타자동차,관악캠퍼스,현대차,테슬라,폴크스바겐,현대차그룹,디지스트","현대차,서울대,차세대,배터리,서울,관악구,서울대,관악,캠퍼스,행정관,현대차그룹,서울대,배터리,공동,센터,설립,중장기,공동,업무,협약,체결식,총장,오세정,서울대,왼쪽,회장,정의선,현대차그룹,대화,현대자동차그룹,현대차그룹,제공,최고,배터리,전문가,업계,글로벌,완성,배터리,내재,움직임,포석,현대차그룹,서울대,합작,10년,300억,투자,전고체배터리,미래,배터리,계획,현대차그룹,서울대,배터리,공동,센터,설립,3일,현대차그룹,서울대,이날,오세정,서울대,총장,회장,정의선,현대차그룹,연구처장,이현숙,서울대,처장,공대학장,이병호,서울대,알버트,비어,현대차그룹,본부장,사장,박정국,김걸,신재원,현대차,사장,참석,현대차그룹,서울대,배터리,공동,센터,설립,중장기,공동,업무협약,체결,이날,총장,이날,서울대,인재,교육,인프라,현대차그룹,도전정신,우수,플랫폼,배터리,분야,시너지,극대화,기관,성장,기회,현대차그룹,서울대,배터리,공동,센터,불편,안심,사용,배터리,실현,세계,탄소,중립,기여,배터리,중심,차세대,배터리,선행,공동,추진,방침,현대차그룹,전기차,주행,거리,비약적,충전시간,단축,선행,차세대,배터리,선행,예정,배터리,상태,모니터링,첨단,진행,구체적,배터리관리시스템,BMS,전고체배터리,SSB,리튬메탈배터리,LMB,배터리,공정,분야,중심,공동,추진,현대차그룹,10년,300억,투자,방침,공동연구센터,초대,센터장,배터리,분야,세계,석학,최장욱,서울대,화학,생물,공학부,교수,위촉,카이스트,유니스트,디지스트,대학,유수,교수진,박사급,연구원,배터리,참여,자동차,업계,바람,배터리,내재,일본,토요타자동차,2030년,16조,생산,전기차,배터리,연구개발,투자,독일,폴크스바겐,생산,배터리,자체,추진,내년,독일,공장,번째,배터리,건설,배터리,내재화,배터리,내재,기업,전기차,테슬라,배터리,내재,선언,회장,배터리,진보,전동,물결,가속화,물결,흐름,공동연구센터,현대차그룹,사업,미래,모빌리티,리더십,서울대,배터리,생태,구축,근원,강조,완성도,세계,최고,인력,배출,한국,미래,중요,기틀,산업,세계,모빌리티,혁신적,기여","현대차그룹,서울대,전기차,차세대,모빌리티,중장기,독일,행정관,체결식,정의선,공동연구센터,오세정",3일 서울 관악구 서울대 관악캠퍼스 행정관에서 열린 ‘현대차그룹-서울대 배터리 공동연구센터’ 설립 및 중장기 공동연구를 위한 업무협약 체결식에서 오세정 서울대 총장(왼쪽)과 정의선 현대차그룹 회장이 대화하고 있다. 현대차그룹 제공 현대자동차그룹이 국내 최고 배터리 전문가들과 손을 잡았다. 글로벌 완성차 업계에서 일고 있는 ‘배터리 내재화’ 움직임에 뒤처..,http://www.segye.com/content/html/2021/11/03/20211103515740.html,
01100701.20211102012210001,20211102,세계일보,김정모,"선문대, 메타버스서 AI SW 동아리 축제",지역>대전, 지역>충남, 지역>경기,,,,,"아산캠퍼스,대전,충청권,충남,SW중심대학사업단","과학기술정보통신부,선문대,SW중심대학사업단,충남도교육청,SW중심대학사업단장,충남교육청,상상이룸공작소,선문대학교","선문대,메타버스,AI,지난달,선문대,아산,캠퍼스,AI,한마당,충남,누리,AI,SW,학생,동아리,모습,선문대,제공,선문대학교,SW,중심,대학,사업단,메타,버스,플랫폼,게더타운,이용,충남,지난달,충남,누리,인공지능,AI,소프트웨어,SW,학생,동아리,개최,1일,선문대,SW,중심,대학,사업단,충남도교육청,교육,SW,업무협약,체결,고등학교,67개,2000여명,학생들,참여,AI,진행,사업단,AI,구성,학생,동아리,재료,지원,방문,멘토링,진행,학생,동아리,활동,성과,공유,참여,학생,AI,흥미,창의적,사고력,마련,이날,행사,메타,버스,플랫폼,게더타운,진행,메타버스,마련,발표장,AI,활동,진행,상상이룸공작소,시군,활동,공유,체험,상설마당,선문대,충남교육청,홍보관,전시관,동아리,산출품,학생들,AI,중요성,결과물들,체험,기회,제공,선문대,2018년,충청권,과학기술정보통신부,지원,SW중심대학사업,선정,대학,글로컬,공동체,선도,SW,중심,대학,선포,기업,친화,소프트웨어,전문,인재,전문,분야,소프트웨어,소양,겸비,소프트웨어,융합,인재,양성,SW,중심,대학,사업,추진,이현,SW,중심,대학,사업,단장,시대,디지털,메타버스,플랫폼,이용,콘텐츠,시공간,제약,SW,가치,확산,학생동아리,발표회,선문대,지역,기관,SW,인재,양성,SW,가치,확산","선문대,sw,충남,ai,메타버스,학생동아리,사업단,이현,학생들,글로컬,시군,게더타운,선문대학교,산출품,한마당","지난달 30일 선문대 아산캠퍼스에서 열린 ‘충남 온누리 AI SW 학생동아리 한마당’ 모습. 선문대 제공 선문대학교 SW중심대학사업단은 메타버스 플랫폼인 게더타운을 이용해 지난달 30일 ‘충남 온(On)누리 인공지능(AI) 소프트웨어(SW) 학생동아리 한마당’을 개최했다고 1일 밝혔다. 
 
 선문대 SW중심대학사업단과 충남도교육청은 지난해 1월 SW ..",http://www.segye.com/content/html/2021/11/01/20211101518367.html,
