Source,Target,Weight
교수,있는,179
교수,에서,433
19,교수,106
교수,까지,130
교수,으로,736
교수,하고,468
교수,위해,164
교수,한다,150
교수,일보,113
Segye.com,교수,113
교수,이다,240
교수,취업,289
교수,에게,123
교수,학과,302
교수,입시,114
교수,전국,141
교수,신입생,135
교수,됐다,100
교수,사회,261
교수,역량,120
교수,지원,595
교수,사업,183
교수,전문,259
교수,교육,581
교수,혁신,206
교수,평가,230
교수,미래,158
교수,지역,202
교수,맞춤,123
경찰,교수,101
교수,인재,175
교수,정보,155
교수,통해,165
교수,프로그램,192
교수,양성,148
교수,직업,203
교수,사람,113
교수,이었다,117
교수,온라인,133
교수,김씨,174
가장,교수,115
교수,상황,131
교수,이번,101
교수,상담,105
교수,때문,116
교수,운영,192
교수,버스,157
교수,기자,152
교수,있도록,108
교수,제공,189
교수,문화,130
교수,채널,105
교수,중심,112
소통,하는,133
소통,했다,161
대학,소통,265
소통,실습,105
소통,있다,142
소통,에서,189
소통,으로,267
소통,하고,127
소통,이다,124
소통,취업,203
소통,시대,101
소통,학과,125
소통,신입생,128
사회,소통,112
소통,역량,101
소통,지원,218
소통,전문,126
교육,소통,184
계획,소통,101
다양한,소통,100
메타,소통,261
버스,소통,281
소통,이프,234
랜드,소통,234
소통,플랫폼,113
공부,있다,111
공부,하고,115
공부,이다,116
공부,지원,121
공부,교육,131
대학,역시,133
역시,으로,112
했다,확대,164
하는,확대,166
대학,확대,357
코로나,확대,109
있다,확대,146
에서,확대,196
으로,확대,314
하고,확대,148
이다,확대,189
취업,확대,151
신입생,확대,105
지원,확대,138
교육,확대,126
다양한,확대,106
메타,확대,203
버스,확대,213
이프,확대,182
랜드,확대,182
걱정,대학,115
걱정,으로,106
대학,인근,169
으로,인근,136
대학,식당,127
대학,카페,128
실습,코로나,147
실습,있다,183
실습,했다,157
실습,있는,177
실습,에서,271
실습,으로,419
대학,실습,365
실습,하고,214
실습,이다,290
실습,취업,224
실습,하는,223
공간,실습,101
시대,실습,123
신입생,실습,147
선린대,실습,110
계열,실습,115
사회,실습,118
실습,지원,150
실습,전문,101
교육,실습,130
계획,실습,118
다양한,실습,196
실습,통해,152
메타,실습,319
버스,실습,324
실습,이프,286
랜드,실습,286
SKT,실습,198
실습,플랫폼,142
실습,이용자,110
대학,이전,122
으로,중인,109
대학,중인,135
방역,으로,158
대학,방역,180
방역,취업,105
교육,방역,137
마음,으로,134
대학,마음,170
으로,토로,117
메타,토로,116
버스,토로,116
이프,토로,104
랜드,토로,104
에서,이후,122
이후,코로나,106
으로,이후,241
이후,했다,178
대학,이후,303
이후,하고,160
이후,있다,153
이다,이후,106
이후,취업,123
이후,하는,153
사회,이후,115
이후,지원,156
교육,이후,189
방문,으로,100
대학,방문,106
진자,코로나,101
으로,진자,209
진자,했다,100
대학,진자,257
진자,하고,101
에서,진자,122
이다,진자,152
진자,하는,111
메타,진자,116
버스,진자,116
이프,진자,104
랜드,진자,104
검사,대학,114
교육부,으로,282
교육부,했다,155
교육부,대학,332
교육부,하고,160
교육부,있다,149
교육부,에서,166
교육부,이다,139
교육부,취업,133
교육부,하는,157
교육부,학과,102
교육부,지원,191
교육,교육부,172
교육부,메타,116
교육부,버스,136
교육부,이프,104
교육부,랜드,104
지난달,코로나,106
으로,지난달,231
대학,지난달,290
지난달,하고,103
있다,지난달,100
에서,지난달,143
이다,지난달,176
지난달,하는,119
메타,지난달,145
버스,지난달,145
이프,지난달,130
랜드,지난달,130
기간,대학,201
기간,하고,104
기간,하는,103
기간,으로,166
대학,증가,142
으로,증가,110
정부,코로나,102
정부,하고,130
있다,정부,116
에서,정부,167
정부,했다,126
대학,정부,308
이다,정부,160
정부,취업,126
정부,하는,139
으로,정부,269
정부,지원,106
교육,정부,108
메타,정부,145
버스,정부,150
이프,정부,130
랜드,정부,130
대학,전환,178
이다,전환,103
전환,하는,102
으로,전환,166
고려대,대학,213
고려대,으로,158
고려대,하고,100
대학,미만,110
대학,대학원,201
대학원,으로,157
강좌,대학,110
대학,서강대,104
서울대,했다,135
대학,서울대,243
서울대,이다,133
서울대,하는,137
서울대,코로나,101
서울대,으로,206
서울대,있다,119
서울대,하고,123
서울대,에서,117
대학,성균관대,110
대학,숭실대,110
최근,했다,130
대학,최근,265
최근,하는,131
으로,최근,197
있다,최근,134
최근,하고,132
지원,최근,126
교육,최근,137
백신,접종,178
대학,접종,110
으로,접종,119
대학,증명,103
대학,음성,141
으로,음성,116
대학,확인,170
으로,확인,136
도입,했다,230
도입,한다,106
대학,도입,379
도입,이다,139
도입,취업,138
도입,하는,195
도입,코로나,143
도입,으로,285
도입,있다,167
도입,하고,206
도입,사회,158
도입,에서,130
도입,지원,166
교육,도입,258
도입,미래,105
도입,지역,125
대학,시설,119
시설,지원,112
대학,예방,114
백신,으로,105
결과,대학,320
결과,이다,171
결과,취업,168
결과,하는,176
결과,코로나,107
결과,으로,307
결과,있다,149
결과,학과,111
결과,했다,148
결과,하고,171
결과,사회,124
결과,에서,184
결과,지원,196
결과,교육,200
결과,지역,101
결과,있는,107
결과,메타,145
결과,버스,160
결과,이프,130
결과,랜드,130
대학,제출,119
취업,하는,524
공간,취업,171
이다,취업,472
취업,코로나,327
19,취업,164
취업,학번,137
동아리,취업,103
경험,취업,140
으로,취업,970
대한,취업,102
취업,한다,161
전문대,취업,102
대학,취업,950
졸업,취업,217
시대,취업,263
에게,취업,146
기업,취업,116
있다,취업,438
취업,학과,363
진학,취업,142
위해,취업,173
입시,취업,113
전국,취업,172
신입생,취업,315
가운데,취업,112
취업,합격,102
전체,취업,111
비율,취업,101
취업,했다,546
취업,통계,101
취업,하고,529
일자리,취업,192
관련,취업,126
일보,취업,101
Segye.com,취업,101
선린대,취업,170
부터,취업,118
까지,취업,148
계열,취업,207
사회,취업,420
실무,취업,102
에서,취업,578
선발,취업,104
예정,취업,175
역량,취업,204
지원,취업,635
국가,취업,104
사업,취업,259
참여,취업,114
전문,취업,315
개선,취업,106
교육,취업,662
취업,혁신,200
취업,학기,192
취업,평가,245
기준,취업,114
취업,하며,119
계획,취업,232
미래,취업,221
산업,취업,163
지역,취업,343
맞춤,취업,103
장학금,취업,162
다양한,취업,313
인재,취업,243
정보,취업,138
수준,취업,130
취업,통해,291
능력,취업,103
창의,취업,114
취업,프로그램,189
양성,취업,145
취업,환경,107
취업,함께,118
직업,취업,224
사람,취업,148
있는,취업,336
세상,취업,102
온라인,취업,241
김씨,취업,142
지난,취업,165
가장,취업,152
대부분,취업,103
상황,취업,220
지속,취업,128
이번,취업,107
더욱,취업,158
국내,취업,151
만족도,취업,147
조사,취업,155
취업,행사,133
상담,취업,118
때문,취업,133
운영,취업,191
직접,취업,122
메타,취업,493
버스,취업,538
기자,취업,135
이프,취업,442
랜드,취업,442
SKT,취업,306
시스템,취업,148
취업,플랫폼,274
이벤트,취업,116
출시,취업,119
글로벌,취업,149
대표,취업,168
만의,취업,109
있도록,취업,115
자신,취업,108
고객,취업,110
이용자,취업,170
제공,취업,211
모두,취업,114
서비스,취업,205
역할,취업,114
문화,취업,137
중심,취업,114
대학,전락,108
낭만,이다,117
낭만,으로,160
낭만,대학,159
낭만,에서,101
낭만,메타,145
낭만,버스,145
낭만,이프,130
낭만,랜드,130
공간,이다,141
공간,으로,206
공간,대학,154
공간,있다,101
공간,신입생,114
공간,에서,175
공간,지원,136
공간,다양한,133
공간,메타,261
공간,버스,271
공간,이프,234
공간,랜드,234
SKT,공간,129
공간,플랫폼,108
이다,학번,228
으로,학번,303
하는,학번,155
코로나,학번,120
대학,학번,315
있다,학번,132
신입생,학번,124
학번,했다,105
하고,학번,138
에서,학번,203
다양한,학번,140
통해,학번,105
있는,학번,117
메타,학번,232
버스,학번,232
이프,학번,208
랜드,학번,208
SKT,학번,144
동아리,이다,124
동아리,으로,218
동아리,하는,101
대학,동아리,196
동아리,에서,145
동아리,지원,104
동아리,메타,145
동아리,버스,155
동아리,이프,130
동아리,랜드,130
메타,축제,116
버스,축제,116
이프,축제,104
랜드,축제,104
경험,이다,115
경험,하는,122
경험,대학,228
경험,있다,116
경험,신입생,102
경험,하고,112
경험,지원,166
경험,교육,156
경험,메타,145
경험,버스,160
경험,이프,130
경험,랜드,130
대학,비극,102
대학,선배,152
선배,으로,159
선배,에서,103
메타,선배,116
버스,선배,121
선배,이프,104
랜드,선배,104
대학,처지,120
으로,처지,119
대학,전문대,124
이다,전문대,132
으로,전문대,157
에서,전문대,120
다양한,전문대,104
메타,전문대,174
버스,전문대,174
이프,전문대,156
랜드,전문대,156
SKT,전문대,108
시대,졸업,114
이다,졸업,198
졸업,하는,179
으로,졸업,321
있다,졸업,142
대학,졸업,293
졸업,학과,109
신입생,졸업,130
졸업,했다,173
졸업,하고,195
졸업,코로나,148
사회,졸업,176
에서,졸업,186
졸업,지원,167
사업,졸업,100
교육,졸업,238
졸업,지역,142
다양한,졸업,124
졸업,통해,111
있는,졸업,138
온라인,졸업,109
메타,졸업,203
버스,졸업,203
이프,졸업,182
랜드,졸업,182
SKT,졸업,126
졸업,플랫폼,119
시대,이다,166
시대,하는,159
시대,으로,282
시대,있다,139
대학,시대,248
시대,학과,131
시대,신입생,161
시대,했다,149
시대,하고,159
시대,코로나,104
선린대,시대,100
계열,시대,114
사회,시대,183
시대,에서,166
시대,지원,205
사업,시대,103
시대,전문,116
교육,시대,239
계획,시대,120
시대,지역,150
다양한,시대,120
시대,있는,109
시대,온라인,110
메타,시대,290
버스,시대,295
시대,이프,260
랜드,시대,260
SKT,시대,109
시대,플랫폼,150
시대,이용자,100
서비스,시대,102
기업,으로,151
기업,대학,153
기업,에서,101
기업,메타,174
기업,버스,174
기업,이프,156
기업,랜드,156
교육,얼마나,105
대학,여기,103
대학,채용,104
대학,청년,164
교육,청년,110
위해,학과,153
입시,학과,125
대학,학과,880
전국,학과,162
신입생,학과,175
으로,학과,746
학과,합격,111
학과,했다,449
있다,학과,345
하고,학과,399
일자리,학과,108
관련,학과,110
이다,학과,297
코로나,학과,210
일보,학과,108
Segye.com,학과,108
까지,학과,150
사회,학과,308
에서,학과,451
  ,학과,121
역량,학과,155
지원,학과,669
사업,학과,209
전문,학과,301
교육,학과,658
학과,혁신,227
학과,학기,108
평가,학과,258
하는,학과,405
계획,학과,117
미래,학과,178
산업,학과,117
지역,학과,239
맞춤,학과,135
경찰,학과,111
다양한,학과,125
인재,학과,203
에게,학과,124
정보,학과,171
통해,학과,142
프로그램,학과,213
양성,학과,164
학과,환경,109
복지,학과,104
직업,학과,226
사람,학과,135
있는,학과,192
이었다,학과,123
19,학과,107
온라인,학과,157
김씨,학과,192
가장,학과,129
상황,학과,155
이번,학과,113
상담,학과,117
때문,학과,126
운영,학과,212
영상,학과,109
메타,학과,174
버스,학과,249
기자,학과,148
이프,학과,156
랜드,학과,156
SKT,학과,108
시스템,학과,112
플랫폼,학과,117
글로벌,학과,112
있도록,학과,119
제공,학과,213
서비스,학과,122
문화,학과,147
채널,학과,119
중심,학과,123
대학,진학,386
으로,진학,317
진학,했다,186
있다,진학,188
진학,하고,203
이다,진학,173
진학,코로나,119
사회,진학,110
에서,진학,180
지원,진학,156
교육,진학,170
진학,하는,190
진학,통해,102
있는,진학,108
메타,진학,116
버스,진학,126
이프,진학,104
랜드,진학,104
대학,반수,176
반수,신입생,115
반수,으로,108
대학,입시,344
으로,입시,233
입시,했다,148
입시,있다,163
입시,하고,154
사회,입시,108
에서,입시,134
입시,지원,248
입시,전문,108
교육,입시,248
입시,평가,100
입시,하는,149
기관,대학,190
기관,으로,182
기관,에서,118
기관,지원,118
교육,기관,117
분석,으로,163
대학,분석,184
분석,하고,100
교육,분석,112
분석,하는,105
으로,전국,385
대학,전국,517
전국,했다,286
있다,전국,219
전국,하고,241
이다,전국,147
전국,코로나,129
사회,전국,170
에서,전국,208
전국,지원,307
사업,전국,111
전국,전문,134
교육,전국,352
전국,혁신,107
전국,평가,123
전국,하는,224
미래,전국,104
전국,지역,129
인재,전국,101
전국,직업,116
있는,전국,102
운영,전국,101
신입생,으로,718
대학,신입생,849
신입생,했다,415
신입생,있다,386
신입생,하고,415
신입생,일자리,105
신입생,이다,419
신입생,코로나,292
선린대,신입생,120
부터,신입생,107
까지,신입생,106
계열,신입생,137
사회,신입생,229
신입생,에서,431
신입생,예정,110
신입생,역량,128
신입생,지원,288
사업,신입생,129
신입생,전문,160
교육,신입생,327
신입생,학기,140
신입생,평가,128
신입생,하는,417
신입생,한다,169
계획,신입생,144
미래,신입생,107
신입생,지역,180
다양한,신입생,218
신입생,위해,137
신입생,인재,119
신입생,에게,113
신입생,통해,230
신입생,있는,253
19,신입생,191
신입생,온라인,131
신입생,지난,132
상황,신입생,137
국내,신입생,110
신입생,이나,139
메타,신입생,348
버스,신입생,363
신입생,이프,312
랜드,신입생,312
SKT,신입생,208
신입생,플랫폼,174
대표,신입생,108
신입생,이용자,120
서비스,신입생,125
가운데,으로,253
가운데,대학,294
가운데,했다,162
가운데,있다,122
가운데,하고,133
가운데,이다,116
가운데,에서,148
가운데,지원,137
가운데,교육,158
가운데,하는,140
대학,합격,386
합격,했다,227
있다,합격,171
하고,합격,165
에서,합격,210
으로,합격,329
지원,합격,223
전문,합격,103
교육,합격,185
하는,합격,175
대학,전체,271
전체,했다,131
있다,전체,109
전체,하고,123
이다,전체,114
에서,전체,134
으로,전체,214
전체,지원,133
교육,전체,146
전체,하는,132
대학,중도,103
대학,여명,187
여명,했다,107
여명,으로,155
여명,지원,118
교육,여명,115
대학,비율,360
비율,했다,188
비율,있다,190
비율,하고,204
비율,이다,116
비율,코로나,130
비율,사회,109
비율,에서,111
비율,으로,255
교육,비율,155
비율,하는,180
비율,한다,118
연세대,있다,134
연세대,하고,143
대학,연세대,256
연세대,으로,187
교육,연세대,105
연세대,하는,128
연세대,했다,128
고용,대학,103
통계,하고,145
있다,통계,127
코로나,통계,103
대학,통계,260
교육,통계,155
통계,하는,130
대학,최고,188
으로,최고,157
기록,대학,151
기록,으로,113
기록,지원,122
교육,기록,119
대학,문재인,151
문재인,으로,114
이다,일자리,174
일자리,코로나,143
사회,일자리,161
에서,일자리,179
대학,일자리,384
으로,일자리,319
일자리,지원,177
교육,일자리,225
일자리,하는,182
일자리,지역,133
일자리,하고,172
일자리,있다,136
일자리,했다,170
일자리,있는,120
메타,일자리,145
버스,일자리,150
이프,일자리,130
랜드,일자리,130
관련,이다,107
관련,사회,118
관련,에서,170
관련,대학,330
관련,으로,277
관련,지원,207
관련,교육,228
관련,하는,169
관련,하고,167
관련,있다,153
관련,했다,196
대학,예산,169
예산,으로,137
교육,예산,110
대학,양극화,119
경북,대학,139
경북,으로,125
대학,포항,127
으로,포항,115
계열,선린대,100
선린대,에서,232
선린대,이다,240
대학,선린대,390
선린대,으로,371
선린대,하는,166
계획,선린대,100
다양한,선린대,174
선린대,하고,163
선린대,있다,136
선린대,했다,108
선린대,통해,140
선린대,있는,150
선린대,코로나,150
19,선린대,100
메타,선린대,290
버스,선린대,290
선린대,이프,260
랜드,선린대,260
SKT,선린대,180
선린대,플랫폼,120
선린대,이용자,100
대학,수시,134
수시,으로,119
모집,으로,103
간호,으로,102
대학,보건,123
보건,으로,121
계열,사회,115
계열,에서,257
계열,이다,269
계열,대학,454
계열,으로,414
계열,지원,145
계열,교육,139
계열,하는,206
계열,계획,108
계열,다양한,181
계열,하고,211
계열,있다,168
계열,했다,157
계열,통해,153
계열,있는,168
계열,코로나,172
19,계열,109
계열,메타,290
계열,버스,295
계열,이프,260
계열,랜드,260
SKT,계열,180
계열,플랫폼,130
계열,이용자,100
사회,이다,358
사회,역량,131
부터,사회,125
사회,지원,547
사업,사회,256
사회,참여,117
사회,전문,240
교육,사회,695
사회,혁신,190
사회,학기,171
사회,평가,223
사회,한다,257
계획,사회,135
미래,사회,249
사회,산업,114
사회,지역,321
다양한,사회,146
사회,하고,571
사회,있다,510
사회,위해,194
사회,인재,217
사회,정보,103
사회,수준,119
사회,통해,217
사회,창의,113
사회,프로그램,159
사회,양성,135
사회,직업,231
사회,일보,114
Segye.com,사회,114
사회,있는,275
사회,코로나,368
19,사회,199
사회,온라인,239
사회,지난,153
사회,에도,102
가장,사회,154
대한,사회,131
사회,상황,192
더욱,사회,114
만족도,사회,120
사회,조사,157
사회,상담,110
사회,이나,119
때문,사회,133
사회,운영,183
메타,사회,203
버스,사회,238
기자,사회,156
사회,이프,182
랜드,사회,182
SKT,사회,121
사회,시스템,135
사회,플랫폼,169
글로벌,사회,105
사회,있도록,164
사회,제공,176
모두,사회,113
사회,역할,115
사회,중심,102
실무,에서,118
실무,이다,131
대학,실무,118
실무,으로,165
다양한,실무,103
메타,실무,174
버스,실무,174
실무,이프,156
랜드,실무,156
SKT,실무,108
대학,선발,205
선발,에서,111
선발,으로,176
선발,지원,160
교육,선발,120
메타,선발,116
버스,선발,136
선발,이프,104
랜드,선발,104
대학,주기,126
에서,역량,328
대학,역량,558
역량,으로,496
역량,지원,283
역량,전문,153
교육,역량,271
역량,평가,114
역량,하는,256
역량,이다,224
다양한,역량,150
역량,하고,253
역량,있다,224
역량,했다,277
역량,통해,144
역량,있는,146
역량,코로나,123
메타,역량,232
버스,역량,262
역량,이프,208
랜드,역량,208
SKT,역량,144
역량,플랫폼,101
국가,지원,158
사업,지원,384
지원,참여,182
됐다,지원,133
대학,지원,1434
에서는,지원,163
전문,지원,585
개선,지원,150
교육,지원,1259
지원,혁신,453
으로,지원,1163
지원,학기,177
인증,지원,134
지원,평가,509
  ,지원,158
지원,하는,685
기준,지원,126
지원,한다,160
영역,지원,184
지원,하며,117
계획,지원,191
이다,지원,379
또한,지원,154
미래,지원,322
산업,지원,213
에서,지원,718
예정,지원,143
지역,지원,421
맞춤,지원,279
경찰,지원,232
대비,지원,111
장학금,지원,160
다양한,지원,200
제도,지원,103
지원,하고,697
있다,지원,645
위해,지원,245
인재,지원,379
육성,지원,119
일부,지원,112
에게,지원,177
정보,지원,351
지원,했다,823
수준,지원,134
지원,통해,251
지원,현장,151
능력,지원,102
지원,창의,179
지원,프로그램,428
지원,핵심,115
양성,지원,327
지원,환경,212
복지,지원,211
재정,지원,100
지원,집중,152
지원,함께,104
지원,직업,437
접수,지원,145
된다,지원,113
일보,지원,180
Segye.com,지원,180
수험생,지원,106
시절,지원,171
사람,지원,264
있는,지원,308
이었다,지원,198
지원,코로나,265
19,지원,136
온라인,지원,268
김씨,지원,400
지난,지원,124
에도,지원,122
까지,지원,234
가장,지원,242
대한,지원,161
상황,지원,277
이번,지원,189
더욱,지원,111
국내,지원,135
지원,현재,145
같은,지원,100
만족도,지원,139
조사,지원,168
시간,지원,100
상담,지원,228
도움,지원,198
때문,지원,244
지원,해야,101
자격증,지원,136
운영,지원,421
관리,지원,121
영상,지원,221
만큼,지원,136
지원,직접,102
강화,지원,134
부터,지원,148
메타,지원,232
버스,지원,392
기자,지원,253
이프,지원,208
랜드,지원,208
SKT,지원,144
시스템,지원,201
지원,플랫폼,171
선도,지원,189
글로벌,지원,204
대표,지원,143
밝혔다,지원,117
있도록,지원,160
자신,지원,140
이용,지원,123
제공,지원,419
모두,지원,179
서비스,지원,208
주도,지원,168
역할,지원,179
문화,지원,295
주관,지원,136
"’,",지원,119
기기,지원,104
지원,해외,170
지원,채널,243
동안,지원,136
중심,지원,246
대학교,지원,157
기반,지원,149
이제,지원,100
국가,대학,210
교육,국가,164
국가,으로,191
국가,하는,115
국가,에서,113
국가,하고,114
국가,했다,130
대학,사업,397
사업,전문,162
교육,사업,456
사업,혁신,136
사업,으로,335
사업,학기,103
사업,평가,152
사업,하는,206
미래,사업,162
사업,에서,204
사업,지역,204
사업,하고,169
사업,있다,156
사업,인재,143
사업,했다,275
사업,프로그램,116
사업,직업,158
사업,온라인,148
가장,사업,104
사업,상황,120
사업,조사,100
사업,운영,130
버스,사업,117
사업,제공,124
대학,참여,124
교육,참여,219
으로,참여,100
대학,전문,914
교육,전문,538
전문,혁신,193
으로,전문,765
전문,평가,225
전문,하는,457
계획,전문,113
이다,전문,265
미래,전문,127
산업,전문,106
에서,전문,484
전문,지역,184
맞춤,전문,124
경찰,전문,105
다양한,전문,152
전문,하고,432
있다,전문,418
위해,전문,151
인재,전문,168
전문,정보,159
전문,했다,512
전문,통해,185
전문,프로그램,188
양성,전문,141
복지,전문,100
전문,직업,182
일보,전문,107
Segye.com,전문,107
사람,전문,133
있는,전문,192
이었다,전문,130
전문,코로나,150
온라인,전문,115
김씨,전문,182
까지,전문,122
상황,전문,128
때문,전문,102
운영,전문,179
영상,전문,100
부터,전문,100
메타,전문,203
버스,전문,273
기자,전문,138
이프,전문,182
랜드,전문,182
SKT,전문,126
전문,플랫폼,109
글로벌,전문,105
전문,제공,186
서비스,전문,115
문화,전문,138
전문,채널,114
전문,중심,106
개선,대학,230
개선,교육,140
개선,으로,208
개선,하는,109
개선,에서,123
개선,하고,105
개선,했다,102
개선,버스,102
교육,혁신,444
교육,대학,2171
교육,으로,1618
교육,학기,235
교육,품질,105
교육,인증,123
교육,평가,515
  ,교육,143
교육,하는,1059
교육,기준,120
교육,한다,449
교육,영역,140
교육,하며,145
계획,교육,179
교육,이다,545
교육,또한,144
"),",교육,108
교육,미래,435
교육,산업,200
교육,에서,897
교육,예정,120
교육,지역,521
교육,맞춤,230
경찰,교육,180
교육,대비,151
교육,기술,130
교육,특히,102
교육,장학금,169
교육,다양한,170
교육,제도,146
교육,마련,123
교육,하고,1071
교육,있다,981
교육,위해,382
교육,인재,409
교육,육성,105
교육,에게,301
교육,정보,287
교육,대구,105
교육,했다,1313
교육,수준,181
교육,에서는,159
교육,통해,355
교육,현장,130
교육,능력,119
교육,창의,205
교육,프로그램,385
교육,양성,319
교육,환경,215
교육,복지,174
교육,재정,130
교육,집중,169
교육,함께,117
교육,직업,483
교육,접수,112
교육,하면,107
교육,된다,175
교육,일보,234
Segye.com,교육,234
교육,이런,114
교육,시절,144
교육,사람,200
교육,있는,426
교육,이었다,213
교육,코로나,520
19,교육,285
교육,사태,101
교육,온라인,377
교육,됐다,208
교육,김씨,310
교육,지난,207
교육,에도,178
교육,인지,104
교육,까지,276
가장,교육,282
교육,대한,252
교육,상황,322
교육,이번,217
교육,없는,125
교육,더욱,144
교육,국내,114
교육,이어,163
경우,교육,114
교육,현재,149
같은,교육,105
교육,만족도,170
교육,대상,114
교육,조사,235
교육,라고,146
교육,시간,142
교육,진로,110
교육,하기,126
교육,상담,230
교육,이나,167
교육,도움,180
교육,때문,263
교육,해야,183
교육,이유,114
교육,자격증,105
교육,운영,419
관리,교육,146
교육,영상,208
교육,만큼,107
교육,직접,100
교육,필요한,131
강화,교육,130
공인,교육,105
교육,부터,209
교육,메타,145
교육,버스,270
교육,기자,317
교육,이프,130
교육,랜드,130
교육,시스템,243
교육,플랫폼,185
교육,선도,183
교육,글로벌,203
교육,대표,115
교육,밝혔다,126
교육,있도록,301
교육,자신,160
교육,이용,121
교육,제공,390
교육,모두,205
교육,서비스,204
교육,주도,130
교육,역할,207
교육,데이터,130
교육,문화,242
교육,주관,107
교육,현실,110
"’,",교육,110
교육,국민,130
교육,해외,134
교육,채널,199
교육,받고,100
교육,동안,173
교육,중심,234
교육,대학교,158
교육,기반,155
교육,이제,130
교육,노력,126
대학,혁신,732
으로,혁신,590
평가,혁신,174
하는,혁신,363
이다,혁신,153
미래,혁신,119
에서,혁신,357
지역,혁신,146
하고,혁신,363
있다,혁신,330
위해,혁신,128
인재,혁신,130
정보,혁신,118
했다,혁신,476
통해,혁신,117
프로그램,혁신,147
양성,혁신,114
직업,혁신,156
있는,혁신,122
이었다,혁신,126
코로나,혁신,123
김씨,혁신,134
운영,혁신,148
기자,혁신,128
제공,혁신,143
대학,학기,472
으로,학기,397
하는,학기,261
학기,한다,121
이다,학기,228
에서,학기,197
지역,학기,138
하고,학기,264
있다,학기,233
학기,했다,258
통해,학기,117
있는,학기,152
코로나,학기,200
19,학기,118
온라인,학기,104
메타,학기,145
버스,학기,150
이프,학기,130
랜드,학기,130
대학,품질,202
으로,품질,160
품질,하는,119
품질,하고,113
있다,품질,102
품질,했다,107
대학,인증,346
으로,인증,286
인증,하는,159
이다,인증,121
에서,인증,187
인증,하고,137
인증,있다,133
인증,했다,167
메타,인증,116
버스,인증,131
이프,인증,104
랜드,인증,104
대학,평가,590
으로,평가,413
평가,하는,279
평가,한다,125
이다,평가,164
미래,평가,131
에서,평가,228
지역,평가,167
맞춤,평가,105
평가,하고,309
있다,평가,298
위해,평가,109
인재,평가,147
정보,평가,134
평가,했다,293
통해,평가,101
평가,프로그램,162
양성,평가,126
직업,평가,171
있는,평가,130
코로나,평가,141
온라인,평가,112
김씨,평가,150
상황,평가,116
때문,평가,101
운영,평가,162
버스,평가,147
제공,평가,159
문화,평가,113
면접,으로,128
대학,면접,146
수능,으로,104
대학,수능,121
기준,하는,127
기준,으로,232
기준,이다,134
기준,에서,129
기준,하고,141
기준,있다,126
기준,대학,280
기준,했다,108
기준,메타,116
기준,버스,126
기준,이프,104
기준,랜드,104
으로,적용,135
에서,적용,107
대학,적용,114
메타,적용,116
버스,적용,126
이프,적용,104
랜드,적용,104
영역,으로,163
에서,영역,107
대학,영역,186
버스,영역,112
계획,이다,169
계획,에서,174
계획,지역,112
계획,하는,131
계획,다양한,146
계획,하고,132
계획,있다,127
계획,대학,199
계획,했다,100
계획,통해,101
계획,으로,249
계획,있는,105
계획,메타,290
계획,버스,300
계획,이프,260
계획,랜드,260
SKT,계획,134
계획,플랫폼,135
계획,이용자,100
대학,또한,174
또한,했다,102
또한,으로,142
미래,에서,195
미래,이다,135
미래,지역,197
미래,하는,272
미래,한다,109
미래,하고,276
미래,있다,212
미래,인재,130
대학,미래,511
미래,했다,356
미래,으로,407
미래,직업,149
미래,있는,116
미래,코로나,184
미래,온라인,149
가장,미래,101
미래,상황,110
미래,조사,102
미래,운영,115
미래,제공,103
산업,에서,212
산업,이다,148
산업,하는,198
산업,하고,193
산업,있다,180
대학,산업,388
산업,했다,210
산업,으로,338
산업,있는,100
메타,산업,145
버스,산업,165
산업,이프,130
랜드,산업,130
지역,하는,448
지역,한다,189
다양한,지역,137
지역,하고,445
있다,지역,342
위해,지역,156
인재,지역,172
에게,지역,131
이다,지역,303
대학,지역,801
지역,했다,472
에서,지역,348
지역,통해,148
으로,지역,668
지역,프로그램,123
양성,지역,103
지역,직업,179
있는,지역,237
지역,코로나,310
19,지역,170
온라인,지역,191
지난,지역,110
까지,지역,113
가장,지역,124
대한,지역,111
상황,지역,152
조사,지역,129
때문,지역,104
운영,지역,141
메타,지역,174
버스,지역,199
기자,지역,108
이프,지역,156
랜드,지역,156
SKT,지역,108
시스템,지역,105
지역,플랫폼,142
있도록,지역,127
제공,지역,138
서비스,지역,106
맞춤,하는,161
맞춤,하고,156
맞춤,있다,156
대학,맞춤,355
맞춤,했다,231
맞춤,에서,202
맞춤,으로,303
경찰,하는,104
경찰,있다,110
경찰,대학,256
경찰,했다,123
경찰,에서,154
경찰,으로,214
대학,행정,155
으로,행정,123
대비,하는,109
대비,하고,111
대비,대학,208
대비,했다,130
대비,으로,182
기술,하고,118
기술,대학,175
기술,했다,102
기술,하는,108
기술,으로,143
다양한,장학금,109
장학금,하고,176
있다,장학금,151
이다,장학금,175
대학,장학금,361
장학금,통해,110
장학금,하는,170
있는,장학금,121
장학금,코로나,130
메타,장학금,174
버스,장학금,184
이프,장학금,156
랜드,장학금,156
SKT,장학금,108
제도,하고,126
있다,제도,108
대학,제도,238
제도,했다,141
제도,하는,123
으로,제도,180
대학,선린,111
선린,으로,111
위해,인재,127
인재,하고,347
인재,있다,315
이다,인재,198
대학,인재,753
인재,했다,415
에서,인재,324
인재,통해,136
인재,하는,364
으로,인재,587
인재,프로그램,117
