Source,Target,Weight
인재,직업,141
인재,있는,158
인재,코로나,186
온라인,인재,120
까지,인재,102
상황,인재,105
운영,인재,123
메타,인재,116
버스,인재,151
기자,인재,103
이프,인재,104
랜드,인재,104
인재,제공,122
대학,육성,218
육성,했다,124
에서,육성,107
육성,하는,110
육성,으로,174
대학,일부,159
으로,일부,124
대학,제외,109
으로,제외,100
대학,지급,112
으로,지급,106
대학,발표,173
발표,으로,140
대학,정보,197
에서,정보,118
으로,정보,158
정보,프로그램,118
정보,직업,101
김씨,정보,124
운영,정보,108
버스,정보,108
정보,제공,111
대학,취업률,129
으로,취업률,110
대학,차지,125
으로,차지,111
대학,수준,326
수준,에서,145
수준,했다,180
수준,이다,134
수준,하는,187
수준,으로,273
수준,하고,192
수준,있다,170
수준,있는,102
수준,코로나,117
으로,직장,105
대학,직장,115
으로,인성,158
대학,인성,171
으로,현장,137
대학,현장,173
능력,하는,111
능력,으로,193
능력,대학,181
능력,했다,115
능력,하고,111
능력,에서,106
으로,창의,265
대학,창의,344
창의,했다,196
창의,하고,185
있다,창의,166
에서,창의,133
창의,하는,183
으로,프로그램,487
양성,프로그램,106
대학,프로그램,522
프로그램,했다,391
프로그램,하고,258
있다,프로그램,233
직업,프로그램,137
에서,프로그램,313
이었다,프로그램,124
김씨,프로그램,136
프로그램,하는,260
이다,프로그램,103
운영,프로그램,136
버스,프로그램,113
기자,프로그램,115
제공,프로그램,136
으로,창업,106
대학,창업,128
대학,핵심,122
으로,핵심,115
대학,양성,617
양성,으로,454
양성,했다,356
양성,하고,273
양성,있다,272
양성,직업,111
양성,에서,271
양성,하는,298
양성,이다,111
양성,운영,106
양성,제공,103
대학,등록금,156
등록금,으로,151
하고,환경,112
대학,환경,231
으로,환경,194
했다,환경,146
에서,환경,123
하는,환경,108
대학,복지,168
복지,으로,139
대학,재정,158
으로,재정,133
집중,하고,138
있다,집중,122
대학,집중,279
으로,집중,220
집중,했다,168
에서,집중,127
집중,하는,149
대학,인정,115
직업,했다,469
직업,통해,102
대학,직업,742
있는,직업,120
에서,직업,321
이었다,직업,105
직업,코로나,155
온라인,직업,125
김씨,직업,110
직업,하고,351
까지,직업,101
가장,직업,100
으로,직업,570
직업,하는,369
상황,직업,106
있다,직업,330
이다,직업,130
위해,직업,125
에게,직업,100
운영,직업,147
기자,직업,126
제공,직업,138
직업,한다,103
대학,시절,151
대학,이야기,119
으로,이야기,122
대학,사람,259
사람,에서,193
사람,하고,120
사람,으로,244
사람,하는,123
사람,했다,131
사람,있다,120
사람,이다,101
메타,사람,145
버스,사람,180
사람,이프,130
랜드,사람,130
메타,세상,174
버스,세상,174
세상,이프,156
랜드,세상,156
대학,사태,176
사태,으로,159
사태,했다,108
온라인,하고,216
에서,온라인,149
대학,온라인,309
온라인,코로나,193
온라인,으로,323
온라인,하는,211
온라인,했다,242
상황,온라인,111
온라인,있다,143
온라인,이다,174
온라인,있는,133
메타,온라인,116
버스,온라인,126
온라인,이프,104
랜드,온라인,104
온라인,플랫폼,103
온라인,한다,106
김씨,하고,163
김씨,에서,292
김씨,대학,437
김씨,으로,406
김씨,하는,201
김씨,했다,236
김씨,있다,183
김씨,이었다,100
김씨,운영,122
김씨,버스,118
김씨,제공,126
김씨,문화,102
가장,으로,343
가장,하는,231
가장,했다,255
가장,대학,471
가장,코로나,143
가장,있다,237
가장,하고,250
가장,이다,146
가장,있는,103
가장,에서,172
가장,한다,134
대부분,으로,185
대부분,대학,117
대부분,이다,134
대부분,에서,120
대부분,메타,174
대부분,버스,174
대부분,이프,156
대부분,랜드,156
SKT,대부분,108
다양한,대부분,102
으로,친구,101
대학,친구,101
대학,보고,138
대학,해도,156
으로,해도,125
대학,상황,284
상황,코로나,117
상황,있다,131
상황,하는,156
상황,하고,155
상황,이다,148
상황,으로,277
상황,있는,111
상황,했다,175
상황,에서,167
메타,상황,145
버스,상황,165
상황,이프,130
랜드,상황,130
으로,지속,119
메타,지속,203
버스,지속,208
이프,지속,182
랜드,지속,182
대학,연속,185
연속,으로,174
연속,했다,110
에서,연속,103
더욱,코로나,100
대학,더욱,260
더욱,이다,157
더욱,하고,169
더욱,있다,154
더욱,으로,255
더욱,하는,159
더욱,있는,106
더욱,했다,131
더욱,에서,146
더욱,메타,174
더욱,버스,174
더욱,이프,156
더욱,랜드,156
다양한,더욱,101
국내,이다,103
국내,으로,130
국내,메타,203
국내,버스,213
국내,이프,182
국내,랜드,182
경우,하고,100
경우,으로,150
경우,대학,161
으로,현재,181
하는,현재,103
대학,현재,213
했다,현재,118
에서,현재,119
수도권,으로,131
대학,수도권,147
다른,대학,114
만족도,있다,161
만족도,으로,279
대학,만족도,282
만족도,했다,160
만족도,코로나,120
만족도,에서,146
만족도,이다,153
만족도,하는,190
만족도,있는,111
만족도,하고,194
만족도,메타,116
만족도,버스,121
만족도,이프,104
랜드,만족도,104
대학,조사,295
으로,조사,248
조사,했다,168
조사,코로나,124
에서,조사,112
이다,조사,116
조사,하는,173
있다,조사,155
조사,하고,181
조사,한다,103
메타,행사,203
버스,행사,203
이프,행사,182
랜드,행사,182
대학,진로,123
으로,진로,135
상담,했다,128
대학,상담,169
상담,으로,163
상담,하는,106
상담,하고,101
대학,도움,195
도움,으로,129
때문,이다,105
때문,으로,250
때문,하는,165
대학,때문,312
때문,했다,186
때문,있다,153
때문,하고,161
때문,에서,132
으로,이유,120
대학,이유,144
으로,자격증,154
대학,자격증,152
자격증,했다,107
에서,자격증,113
운영,하는,217
운영,으로,348
운영,했다,269
대학,운영,419
운영,있다,196
운영,하고,211
에서,운영,204
운영,제공,133
관리,으로,154
관리,했다,117
관리,대학,155
영상,으로,158
영상,했다,102
대학,영상,190
에서,영상,126
만큼,으로,107
대학,만큼,122
으로,직접,114
메타,직접,145
버스,직접,150
이프,직접,130
랜드,직접,130
강화,으로,122
강화,대학,136
메타,방침,116
방침,버스,116
방침,이프,104
랜드,방침,104
메타,버스,841
메타,에서,223
메타,이프,754
랜드,메타,754
SKT,메타,261
마켓,메타,116
메타,제작,116
메타,플랫폼,348
메타,팬미팅,116
메타,이벤트,174
메타,통해,168
메타,이다,237
메타,버전,145
메타,연내,116
메타,출시,203
글로벌,메타,145
메타,진출,116
대표,메타,232
메타,으로,241
메타,아바타,116
누구,메타,116
메타,있는,123
다양한,메타,277
고객,메타,116
메타,이용자,290
메타,예정,124
메타,서비스,232
메타,있다,129
메타,콘텐츠,116
디바이스,메타,116
버스,에서,278
버스,이프,754
랜드,버스,754
SKT,버스,261
마켓,버스,116
버스,시스템,102
버스,제작,121
버스,플랫폼,348
버스,하고,118
대학,버스,160
버스,팬미팅,116
버스,이벤트,174
버스,통해,178
버스,이다,252
버스,버전,145
버스,연내,116
버스,출시,203
글로벌,버스,165
버스,진출,116
대표,버스,242
버스,으로,306
버스,아바타,116
누구,버스,121
버스,있는,133
다양한,버스,282
버스,하는,110
고객,버스,116
버스,이용자,290
버스,예정,134
버스,제공,137
버스,서비스,247
버스,있다,178
문화,버스,127
버스,콘텐츠,116
디바이스,버스,116
랜드,이프,676
SKT,이프,222
마켓,이프,104
이프,제작,104
이프,플랫폼,312
이프,팬미팅,104
이벤트,이프,156
이프,통해,147
이다,이프,200
버전,이프,130
연내,이프,104
이프,출시,182
글로벌,이프,130
이프,진출,104
대표,이프,208
으로,이프,207
아바타,이프,104
누구,이프,104
이프,있는,107
에서,이프,196
다양한,이프,240
고객,이프,104
이용자,이프,260
예정,이프,110
서비스,이프,208
이프,있다,117
이프,콘텐츠,104
디바이스,이프,104
SKT,랜드,222
랜드,마켓,104
랜드,제작,104
랜드,플랫폼,312
랜드,팬미팅,104
랜드,이벤트,156
랜드,통해,147
랜드,이다,200
랜드,버전,130
랜드,연내,104
랜드,출시,182
글로벌,랜드,130
랜드,진출,104
대표,랜드,208
랜드,으로,207
랜드,아바타,104
누구,랜드,104
랜드,있는,107
랜드,에서,196
다양한,랜드,240
고객,랜드,104
랜드,이용자,260
랜드,예정,110
랜드,서비스,208
랜드,있다,117
랜드,콘텐츠,104
디바이스,랜드,104
시스템,하고,162
대학,시스템,293
시스템,이다,106
시스템,으로,259
시스템,에서,157
시스템,하는,174
시스템,있다,151
플랫폼,하고,160
대학,플랫폼,174
통해,플랫폼,115
이다,플랫폼,188
대표,플랫폼,101
으로,플랫폼,251
있는,플랫폼,121
SKT,플랫폼,144
에서,플랫폼,169
다양한,플랫폼,162
플랫폼,하는,147
이용자,플랫폼,120
서비스,플랫폼,111
있다,플랫폼,148
선도,하고,131
선도,으로,245
선도,에서,162
선도,하는,161
대학,선도,330
선도,있다,141
글로벌,으로,211
글로벌,에서,135
글로벌,하고,120
글로벌,하는,123
글로벌,대학,232
글로벌,있다,124
대표,으로,114
자신,하고,145
있다,자신,133
고객,으로,122
고객,대학,135
다양한,이용자,103
으로,제공,139
대학,제공,140
모두,으로,154
대학,모두,164
서비스,있다,113
으로,주도,192
에서,주도,138
있다,주도,104
대학,주도,215
주도,하는,106
역할,으로,206
에서,역할,108
역할,하고,157
역할,있다,132
대학,역할,267
역할,하는,152
문화,에서,226
문화,하는,198
문화,있다,195
문화,으로,335
문화,하고,177
주관,하는,103
있다,주관,100
에서,주관,111
으로,주관,166
으로,채널,151
에서,채널,124
동안,으로,129
으로,중심,223
있다,중심,120
에서,중심,129
대학교,으로,143
기반,으로,191
기반,에서,103
세계,총장,117
세계,장애,210
무단,총장,102
무단,장애,187
배포,총장,102
배포,장애,187
금지,총장,102
금지,장애,187
총장,학생,332
요구,학생,129
문제,학생,167
발전,학생,137
달성,학생,160
준비,학생,249
취득,학생,105
산학,학생,228
학생,협력,301
에는,학생,101
우리,학생,280
융합,학생,126
장애,학생,950
실태,학생,130
최우수,학생,253
계층,학생,119
학생,홍보,130
개발,학생,129
시험,학생,170
구축,학생,210
분야,학생,177
이라고,학생,169
대구대,학생,103
특수교육,학생,253
받았다,학생,156
센터,학생,408
김덕용,학생,105
유튜브,학생,171
설명,학생,162
경영학,학생,203
교육,남이공,114
교육,총장,410
교육,요구,116
교육,문제,228
교육,위기,131
교육,면서,105
교육,발전,139
교육,달성,142
교육,준비,274
과를,교육,102
교육,산학,164
교육,협력,239
교육,에는,113
교육,우리,313
교육,융합,203
교육,장애,589
교육,최우수,164
계층,교육,189
교육,자체,118
개발,교육,116
교육,시험,145
교육,구축,214
교육,분야,191
교육,이라고,207
교육,특수교육,164
교육,받았다,132
교육,센터,289
교육,유튜브,114
교육,설명,118
경영학,교육,164
남이공,하는,106
남이공,대학,192
남이공,했다,101
남이공,으로,126
남이공,하고,114
대학,대학교,215
대학교,했다,115
사회,총장,186
총장,하는,248
대학,총장,480
생활,총장,112
총장,했다,351
신입생,총장,119
으로,총장,302
총장,하고,200
총장,평가,116
에서,총장,182
직업,총장,100
지역,총장,115
총장,한다,117
지원,총장,196
온라인,총장,105
우리,총장,121
미래,총장,115
총장,코로나,171
19,총장,115
총장,학과,112
있다,총장,168
이다,총장,121
문제,사회,134
사회,준비,162
사회,우리,185
사회,융합,127
사회,장애,165
계층,사회,123
구축,사회,110
분야,사회,105
사회,이라고,115
사회,센터,101
대학,요구,123
전문,협력,101
장애,전문,324
센터,전문,138
인재,장애,162
양성,장애,185
생활,장애,302
생활,센터,130
장애,환경,117
운영,장애,231
센터,운영,103
장애,혁신,254
센터,혁신,112
대학,문제,215
문제,으로,159
문제,하고,117
문제,했다,141
문제,지역,105
문제,지원,143
문제,하는,116
대학,위기,130
대학,충격,102
대학,면서,181
면서,으로,116
면서,했다,106
발전,했다,113
대학,발전,198
발전,으로,136
발전,지원,112
발전,하는,106
대학,동안,151
동안,했다,122
달성,대학,200
달성,에서,102
달성,했다,134
달성,으로,152
달성,지원,120
장애,전국,141
역량,장애,142
장애,평가,279
센터,평가,123
대학,준비,278
으로,준비,228
준비,지역,127
준비,하고,151
에서,준비,104
준비,지원,188
사업,준비,105
준비,했다,213
미래,준비,110
준비,하는,151
준비,코로나,120
준비,학과,104
있다,준비,129
모든,장애,140
글로벌,했다,152
우리,직업,103
장애,직업,209
센터,직업,101
대학,명문,131
우리,지역,143
융합,지역,100
장애,지역,116
대학,취득,107
산학,지원,178
지원,협력,240
우리,지원,205
융합,지원,111
장애,지원,739
지원,최우수,195
계층,지원,108
시험,지원,131
구축,지원,174
분야,지원,142
이라고,지원,128
지원,특수교육,195
받았다,지원,119
센터,지원,321
유튜브,지원,131
설명,지원,114
경영학,지원,161
산학,했다,178
대학,산학,256
산학,에서,141
산학,하는,123
산학,으로,212
산학,장애,116
산학,있다,116
산학,하고,119
했다,협력,238
대학,협력,331
에서,협력,170
하는,협력,159
으로,협력,273
장애,협력,139
학과,협력,119
있다,협력,138
하고,협력,150
교수,협력,109
사업,우리,118
사업,장애,139
온라인,우리,113
대학,우리,339
미래,우리,125
우리,하는,201
우리,으로,247
에서,우리,121
우리,코로나,137
우리,했다,219
우리,학과,115
우리,있다,153
우리,이다,108
우리,하고,178
교수,우리,109
융합,하는,115
대학,융합,198
융합,으로,150
융합,코로나,104
융합,했다,134
융합,하고,130
선도,장애,117
선도,했다,196
대학생,장애,231
복지,장애,139
에서,장애,197
장애,최우수,139
대학,장애,408
장애,하는,143
으로,장애,284
장애,했다,171
장애,학과,347
있다,장애,184
장애,하고,164
장애,특수교육,139
교수,장애,323
센터,장애,208
시절,장애,116
장애,채널,162
영상,장애,140
입시,장애,139
대학,최우수,100
계층,으로,251
계층,했다,209
계층,코로나,134
계층,대학,376
계층,에서,105
계층,있다,198
계층,하는,188
계층,한다,134
계층,이다,107
계층,하고,214
센터,학과,155
대학,자체,129
시스템,했다,193
개발,했다,111
개발,대학,135
개발,으로,115
대학,시험,242
시험,있다,129
시험,하고,119
구축,있다,107
구축,했다,163
구축,대학,228
구축,하는,129
구축,으로,189
구축,에서,101
구축,하고,125
대학,의미,124
대학,분야,216
분야,하는,129
분야,했다,133
분야,하고,129
분야,으로,148
대학,특수교육,111
교수,센터,143
센터,했다,286
센터,에서,219
대학,센터,430
센터,하고,187
센터,으로,343
대학,유튜브,124
대학,채널,201
설명,했다,112
설명,으로,134
경영학,했다,118
경영학,으로,166
대학,재학생,140
으로,재학생,106
교육,재학생,102
교육,얘기,127
교육,유학,102
결정,교육,104
교육,이상,231
중심,하는,134
중심,하고,132
중심,했다,186
얘기,하는,133
얘기,으로,184
얘기,하고,152
얘기,있다,147
얘기,했다,145
얘기,한다,100
준비,취업,131
이상,취업,113
유학,지원,129
결정,했다,114
결정,으로,134
결정,하고,105
결정,있다,106
으로,이상,285
이상,했다,233
에서,이상,144
이상,하고,194
이상,있다,185
이상,코로나,106
이상,지원,188
세계,학습,234
세계,장애인,105
무단,학습,207
배포,학습,207
금지,학습,207
계명,대학,118
대학,문화,419
문화,했다,257
문화,학습,202
문화,장애,184
대학교,학습,101
대학,수립,123
학습,혁신,281
장애인,혁신,127
있었다,혁신,100
사업,학습,162
미래,학습,113
인재,학습,183
양성,학습,204
직업,학습,234
장애인,직업,108
교육,체계,150
교육,배출,100
교육,성과,186
교육,학습,652
교육,측은,125
교육,자기,175
교육,특성,175
교육,인력,100
가상,교육,125
교육,통한,125
교육,화상,100
교육,않고,120
공무원,교육,125
교육,명의,100
교육,대기업,125
교육,학사,100
과정,교육,152
교육,적응,100
교육,교육과정,102
교육,향상,100
교육,국제,100
교육,포인트,100
교육,상승,100
교육,통합,225
교육,시각장애인,100
교육,모습,125
교육,장애인,300
교육,방식,102
개설,교육,125
갖고,교육,101
교육,하지,162
교육,정도,127
교육,승용차,100
경찰서,교육,125
교육,사고,200
교육,당시,100
교육,차량,150
교육,도로,100
교육,인하,175
교육,박싱,100
교육,소개,127
교육,있었다,193
 “,교육,115
교육,인천,100
교육,파출소,200
교육,출입,100
간판,교육,100
교육,대응,175
교육,차례,100
교육,종합,100
교육,부문,100
교육,웨이,102
교육,박람회,125
교육,의대,125
교육,작성,100
교육,신청,127
선도,학습,126
산업,학습,103
공동체,대학,127
공동체,학생,106
사회,학습,194
사회,이상,125
사회,통합,123
대응,사회,109
소통,학습,101
학습,협력,153
글로벌,학습,102
지원,체계,175
대학,체계,210
에서,체계,109
으로,체계,168
체계,학습,126
체계,했다,139
체계,학생,221
장애,체계,115
센터,취업,109
취업,학습,239
취업,통합,111
장애,취업,207
장애인,취업,113
문제,취업,107
우리,취업,144
총장,취업,102
배출,지원,128
지원,학습,815
지원,측은,126
자기,지원,190
지원,특성,139
공무원,지원,160
명의,지원,111
적응,지원,128
교육과정,지원,111
지원,향상,111
지원,통합,186
시각장애인,지원,128
모습,지원,126
장애인,지원,367
방식,지원,111
개설,지원,126
승용차,지원,128
경찰서,지원,160
사고,지원,239
당시,지원,128
지원,차량,192
도로,지원,111
인하,지원,190
박싱,지원,128
소개,지원,126
있었다,지원,152
 “,지원,110
지원,파출소,256
대응,지원,122
웨이,지원,128
박람회,지원,160
전문,학습,355
장애인,전문,159
사고,전문,103
있었다,전문,101
전문,파출소,112
대학,배출,190
배출,에서,102
배출,으로,153
배출,학습,100
배출,했다,125
배출,학생,164
대학,주관,214
주관,학습,101
주관,했다,128
센터,있다,199
센터,학습,227
센터,하는,216
센터,캠퍼스,101
센터,프로그램,107
센터,제공,100
센터,장애인,101
김씨,센터,108
맞춤,학습,201
맞춤,장애,184
모든,학습,151
역량,학습,151
교육부,학습,102
교수,학습,359
교수,장애인,162
교수,사고,106
교수,있었다,104
교수,파출소,112
대학,학습,797
평가,학습,308
지역,학습,140
학습,했다,476
산학,학습,126
하는,학습,360
으로,학습,614
있다,학습,382
자기,학습,127
주도,학습,125
위해,학습,129
하고,학습,349
학생,학습,1049
상담,학습,129
관련,학습,106
또한,학습,101
캠퍼스,학습,238
운영,학습,256
프로그램,학습,279
공무원,학습,125
선발,학습,100
에서,학습,410
학습,합격,151
까지,학습,143
전국,학습,156
학습,해외,125
경찰,학습,175
제공,학습,255
중심,학습,154
적응,학습,100
학과,학습,384
학습,환경,128
학습,현장,101
생활,학습,332
자격증,학습,100
에서는,학습,117
영역,학습,125
기자,학습,162
일보,학습,121
Segye.com,학습,121
장애,학습,575
가장,학습,107
시각장애인,학습,100
진행,학습,107
이었다,학습,156
유튜브,학습,100
채널,학습,175
사람,학습,175
장애인,학습,276
김씨,학습,300
생각,학습,133
영상,학습,151
입학,학습,103
특수교육,학습,150
복지,학습,150
경영학,학습,102
때문,학습,133
도움,학습,127
이다,학습,111
상황,학습,110
학교,학습,130
대학생,학습,252
버스,학습,125
승용차,학습,100
이번,학습,110
경찰서,학습,125
사고,학습,176
당시,학습,100
차량,학습,150
만큼,학습,101
  ,학습,124
접수,학습,100
인하,학습,127
박싱,학습,100
정보,학습,252
입시,학습,155
시절,학습,125
있었다,학습,115
파출소,학습,200
최우수,학습,150
웨이,학습,101
유학,학습,100
박람회,학습,125
장애인,평가,138
이상,지역,100
측은,학생,155
대학,측은,174
으로,측은,136
측은,했다,105
자기,학생,237
자기,하는,102
대학,자기,206
에서,자기,120
으로,자기,182
자기,했다,150
자기,장애,115
주도,했다,147
장애,주도,115
역할,했다,168
성공,학생,123
특성,학생,162
가상,학생,105
통한,학생,105
학생,화상,114
로부터,학생,106
공무원,학생,205
명의,학생,139
성과,학생,101
대기업,학생,105
편입,학생,139
이상,학생,227
학사,학생,114
과정,학생,115
적응,학생,164
교육과정,학생,147
지도,학생,123
학생,향상,139
포인트,학생,114
통합,학생,219
으로도,학생,107
시각장애인,학생,164
모습,학생,155
장애인,학생,467
미디어,학생,123
방식,학생,147
개설,학생,155
하지,학생,111
다짐,학생,106
학생,혼자,123
정도,학생,113
저수지,학생,123
공유,학생,131
승용차,학생,164
추락,학생,123
학생,후배,123
경찰서,학생,205
사고,학생,303
당시,학생,164
차량,학생,246
도서관,학생,123
기도,학생,123
도로,학생,139
인하,학생,237
박싱,학생,164
인하대,학생,104
소개,학생,163
학생,학우,123
기억,학생,123
있었다,학생,245
파출소,학생,328
경찰관,학생,123
500원,학생,108
대응,학생,137
차례,학생,114
부문,학생,114
학생,휠체어,123
우석대,학생,123
웨이,학생,172
유학,학생,164
박람회,학생,205
의대,학생,105
신청,학생,113
대학,성공,127
성공,으로,105
특성,하고,146
특성,하는,155
있다,특성,128
대학,특성,236
으로,특성,183
특성,했다,145
상담,장애,115
대학,인력,115
가상,대학,126
가상,으로,107
준비,캠퍼스,110
장애,캠퍼스,207
장애인,캠퍼스,109
우리,캠퍼스,123
대학,통한,184
통한,하는,104
으로,통한,136
통한,했다,110
통한,하고,112
운영,장애인,116
수업,준비,102
수업,우리,118
수업,총장,102
장애,프로그램,253
장애인,프로그램,125
대학,로부터,103
공무원,에서,127
공무원,대학,216
공무원,으로,188
공무원,했다,155
공무원,장애,115
장애,합격,138
대학,지금,133
으로,지금,100
대학,명의,124
명의,으로,105
대기업,대학,170
대기업,으로,138
대기업,했다,116
대기업,하고,102
장애,해외,115
대학,편입,105
대학,이상,372
이상,하는,184
으로,학사,103
대학,학사,116
경찰,장애,161
장애,제공,230
장애인,제공,115
대학,중심,254
장애,중심,138
대학,적응,125
으로,적응,109
대학,인프라,103
기반,대학,235
기반,있다,124
기반,했다,153
기반,하고,138
기반,하는,126
교육과정,했다,102
교육과정,으로,123
교육과정,대학,135
장애인,학과,174
사고,학과,114
있었다,학과,121
파출소,학과,120
생활,장애인,148
생활,파출소,104
국제,으로,115
국제,대학,145
포인트,했다,111
으로,포인트,138
대학,포인트,174
상승,했다,100
상승,으로,128
대학,상승,175
상승,하고,105
영역,장애,115
대학,통합,118
으로,통합,105
통합,했다,104
사람,장애,161
장애,장애인,253
김씨,장애,276
생각,장애,115
때문,장애,115
도움,장애,115
장애,학교,115
버스,장애,115
경찰서,장애,115
사고,장애,161
장애,차량,138
인하,장애,115
장애,정보,230
까지,장애,106
장애,파출소,184
박람회,장애,115
으로,이제,106
대학,이제,135
시각장애인,으로,116
대학,시각장애인,132
모습,으로,111
대학,모습,149
대학,설명,168
장애인,했다,197
김씨,장애인,132
있다,장애인,149
에서,장애인,205
으로,장애인,291
장애인,하는,160
장애인,하고,146
대학,장애인,348
대학생,장애인,112
장애인,정보,111
대학,방식,101
개설,대학,127
경영학,대학,195
경영학,에서,101
거의,대학,125
으로,정도,120
대학,정도,150
대학,승용차,115
경찰서,대학,123
사고,에서,137
사고,으로,201
사고,하는,103
대학,사고,247
사고,했다,102
사고,있다,111
당시,대학,112
으로,차량,127
대학,차량,153
모두,했다,110
대학,지점,120
대학,도로,126
으로,인하,108
대학,인하,148
대학,박싱,107
대학,소개,104
결정,하는,100
결정,대학,197
대학,파출소,189
대학,출입,102
대학,인지,133
간판,으로,119
간판,대학,183
대응,대학,142
대응,으로,102
대학,종합,156
으로,종합,108
대학,부문,106
대학,의대,216
의대,하는,110
세계,소득,126
무단,소득,105
배포,소득,105
금지,소득,105
대학,로스쿨,724
로스쿨,있는,145
로스쿨,하는,336
됐다,로스쿨,128
로스쿨,이다,228
로스쿨,에서,215
로스쿨,위해,123
로스쿨,소득,252
로스쿨,으로,474
로스쿨,하고,383
로스쿨,있다,359
교육,로스쿨,300
로스쿨,부모,144
로스쿨,에게,143
로스쿨,사회,204
로스쿨,미래,144
로스쿨,한다,239
로스쿨,했다,383
로스쿨,통해,132
로스쿨,캠퍼스,120
로스쿨,이나,120
로스쿨,직업,108
로스쿨,서울,108
로스쿨,우리,108
로스쿨,코로나,228
19,로스쿨,120
로스쿨,취업,168
로스쿨,학생,192
로스쿨,수업,108
로스쿨,온라인,132
로스쿨,지원,180
로스쿨,지역,168
로스쿨,학과,108
로스쿨,추경,144
로스쿨,사업,132
대학,사법고시,123
도입,소득,168
대학,스쿨,122
논란,대학,122
가장,소득,147
소득,학기,147
소득,졸업,147
으로,평균,104
대학,평균,154
소득,얘기,105
소득,통계,126
국민,소득,105
소득,한국,126
소득,신입생,126
소득,전국,126
소득,으로,768
구간,소득,126
소득,조사,168
됐다,소득,151
소득,이상,126
소득,이다,325
대학,소득,1123
비율,소득,126
소득,하면,107
계층,소득,147
소득,하는,568
소득,역할,105
소득,하고,647
소득,있다,609
교육,소득,525
부모,소득,252
소득,이후,105
상황,소득,147
소득,에서,308
소득,에게,225
소득,위해,197
사회,소득,357
때문,소득,105
소득,지난,145
소득,시작,168
문제,소득,147
미래,소득,252
소득,한다,402
소득,없는,118
소득,했다,620
소득,에도,102
까지,소득,113
소득,통해,218
교수,소득,168
소득,전공,147
소득,심사,147
소득,평가,126
소득,캠퍼스,210
소득,이나,184
소득,직업,189
소득,수준,105
부동산,소득,168
결혼,소득,147
소득,준비,168
서울,소득,189
소득,아파트,147
소득,우리,189
모두,소득,105
생활,소득,105
소득,있는,247
부터,소득,137
소득,한다면,101
소득,않고,123
마련,소득,102
소득,플랫폼,105
소득,하지,126
소득,이라고,126
소득,코로나,399
19,소득,210
소득,취업,294
기자,소득,126
만족도,소득,105
소득,전문,105
소득,창의,105
소득,혁신,126
소득,인재,168
소득,융합,147
소득,특성,105
기술,소득,105
소득,학생,336
소득,운영,126
소득,수업,189
소득,진행,105
소득,온라인,231
소득,시스템,105
구축,소득,105
소득,지원,315
소득,일자리,147
대한,소득,147
소득,제공,105
소득,총장,126
소득,있도록,168
생각,소득,105
소득,시대,126
대응,소득,126
성과,소득,147
도계,소득,105
소득,통합,126
분야,소득,105
소득,지역,294
균형발전,소득,126
소득,해야,105
소득,필요한,105
방역,소득,105
소득,참여,105
소득,학과,189
소득,특강,105
소득,추경,252
소득,의사,126
사업,소득,231
데이터,소득,105
으로,자녀,147
대학,자녀,220
자녀,하는,107
자녀,하고,123
있다,자녀,114
교육,자녀,100
자녀,했다,121
대학,얘기,247
국민,대학,122
대학,의원,119
교육,의원,100
으로,의대,149
의대,하고,125
의대,있다,117
의대,했다,121
대학,신청,125
대학,분류,113
구간,으로,225
구간,대학,342
구간,하는,165
구간,하고,189
구간,있다,177
교육,구간,150
구간,사회,102
구간,한다,117
구간,했다,188
구간,코로나,114
대학,동의,118
사다리,하는,106
사다리,하고,121
사다리,있다,112
교육,사다리,100
대학,사다리,209
사다리,했다,113
사다리,으로,141
공고,대학,116
교육,부모,300
교육,나은,100
교육,정권,100
교육,심사,175
교육,부동산,200
결혼,교육,175
교육,아파트,175
교육,한다면,100
가구,교육,100
교육,아이,100
교육,도계,125
과학,교육,102
교육,균형발전,150
교육,졸업생,104
교육,특강,125
교육,추경,300
교육,의사,150
교육,소상,100
부모,에서,168
부모,에게,121
부모,위해,110
부모,이다,173
대학,부모,621
부모,사회,204
미래,부모,144
부모,한다,230
부모,했다,345
부모,으로,432
부모,통해,120
부모,하고,363
부모,캠퍼스,120
부모,이나,100
부모,하는,317
부모,직업,108
부모,서울,108
부모,우리,108
부모,있다,342
부모,있는,141
부모,코로나,228
19,부모,120
부모,취업,168
부모,학생,192
부모,수업,108
부모,온라인,132
부모,지원,180
부모,지역,168
부모,학과,108
부모,추경,144
부모,사업,132
나은,대학,222
나은,했다,120
나은,으로,145
나은,하고,122
나은,하는,106
나은,있다,112
대학,자식,176
으로,자식,114
대학,바로,135
사회,심사,119
부동산,사회,136
결혼,사회,119
사회,아파트,119
균형발전,사회,102
사회,추경,204
사회,의사,102
대학,정권,160
으로,정권,112
대학,드라마,114
대학,스카이,169
스카이,으로,114
대학,캐슬,169
으로,캐슬,114
대학,일종,112
미래,추경,144
대학,무려,103
감사,대학,101
심사,학생,112
심사,지원,105
추경,캠퍼스,120
대학,세습,143
세습,으로,104
직업,추경,108
대학,부동산,365
부동산,하고,233
부동산,있다,219
부동산,했다,203
부동산,으로,268
부동산,한다,145
부동산,하는,206
부동산,코로나,152
부동산,취업,112
부동산,학생,128
부동산,지원,120
부동산,이다,104
부동산,지역,112
결혼,대학,320
결혼,하고,204
결혼,있다,188
결혼,했다,181
결혼,으로,229
